rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
6.423 6.422 0.03334996 0.05172487 0.95417744 0.29284433 0.0
6.443 6.442 0.033045653 0.05286091 0.9549534 0.2901343 0.0
6.463 6.462 0.032406162 0.05311586 0.9563215 0.2856185 0.0
6.483 6.482 0.032522563 0.05272873 0.9575175 0.28164217 0.0
6.502 6.502 0.03467363 0.052554257 0.9579683 0.27987948 0.0
6.522 6.521 0.038560778 0.05176365 0.9576853 0.28048614 0.0
6.542 6.542 0.041444074 0.04997986 0.9578631 0.27979055 0.0
6.563 6.562 0.042419445 0.04855986 0.9580205 0.2793552 0.0
6.583 6.582 0.040378384 0.049206268 0.9579436 0.2798079 0.0
6.603 6.602 0.03630864 0.052242488 0.95748323 0.28138655 0.0
6.623 6.622 0.03510685 0.055952873 0.95657444 0.28390527 0.0
6.643 6.641 0.03842453 0.057623435 0.95581484 0.28569427 0.0
6.663 6.662 0.039438106 0.05599758 0.9562598 0.28438717 0.0
6.684 6.682 0.035003427 0.051861096 0.95784026 0.2804054 0.0
6.703 6.702 0.031124018 0.04752457 0.9592282 0.2768647 0.0
6.722 6.721 0.032544844 0.04590366 0.9595611 0.27581915 0.0
6.742 6.742 0.038102433 0.04745636 0.95881456 0.27743623 0.0
6.762 6.761 0.04299754 0.04924121 0.95783883 0.27977034 0.0
6.782 6.781 0.046020735 0.050626412 0.95687383 0.28233233 0.0
6.802 6.801 0.046589516 0.051914267 0.9560544 0.28477097 0.0
6.822 6.821 0.045618508 0.053565122 0.9553612 0.2869405 0.0
6.846 6.842 0.044894364 0.05557883 0.9549047 0.28818867 0.0
6.863 6.862 0.045472458 0.057701718 0.9549003 0.28769475 0.0
6.882 6.881 0.046493527 0.060103532 0.95533127 0.28560162 0.0
6.902 6.901 0.047800444 0.062770225 0.9556378 0.28378063 0.0
6.922 6.922 0.04883111 0.06517446 0.9556406 0.28305298 0.0
6.943 6.941 0.049644016 0.06689248 0.95529854 0.28366473 0.0
6.962 6.961 0.049467858 0.06774423 0.95478934 0.28520346 0.0
6.983 6.982 0.04787939 0.0691188 0.9545191 0.2860483 0.0
