rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
6.415 6.413 -0.007668701 0.0685887 0.96861804 0.23877995 0.0
6.435 6.433 -0.008058907 0.06926682 0.9685855 0.2387033 0.0
6.455 6.453 -0.008212877 0.06989472 0.96856153 0.23861253 0.0
6.475 6.473 -0.00785291 0.07038421 0.96840143 0.23912972 0.0
6.495 6.493 -0.0074046683 0.07098897 0.9682289 0.23966363 0.0
6.515 6.513 -0.006937078 0.0716362 0.96807814 0.2400936 0.0
6.535 6.533 -0.0062774224 0.07221933 0.9678687 0.24078031 0.0
6.554 6.553 -0.005554033 0.072719626 0.9676577 0.24149477 0.0
6.575 6.573 -0.005011202 0.073227316 0.9674124 0.24233416 0.0
6.597 6.593 -0.004561059 0.073557556 0.9672004 0.24308857 0.0
6.614 6.613 -0.004178994 0.07402827 0.9669607 0.24390441 0.0
6.634 6.633 -0.0037903637 0.07497303 0.9667272 0.24454683 0.0
6.654 6.653 -0.0030494095 0.0760958 0.96640474 0.24548355 0.0
6.674 6.673 -0.0017119258 0.07714534 0.9660022 0.24674946 0.0
6.695 6.693 3.2857654E-4 0.07833794 0.9653747 0.24882677 0.0
6.714 6.713 0.0030079507 0.080037564 0.9646732 0.25097933 0.0
6.735 6.733 0.007079914 0.08217729 0.96358764 0.25435352 0.0
6.754 6.753 0.012765496 0.08472794 0.9630747 0.2552359 0.0
6.774 6.773 0.019767692 0.088314034 0.9622748 0.25658736 0.0
6.794 6.793 0.0282381 0.093451284 0.96108305 0.25843528 0.0
6.814 6.813 0.036479313 0.09873589 0.95979375 0.2602242 0.0
